,week_end_date,sessions,avg_session_length,unique_clients,tb_downloaded,tb_uploaded,cumulative_bandwidth_tb,cumulative_sessions,cumulative_subscribers,gb_per_session,weekly_session_change_pct,avg_session_length_seconds,avg_session_length_minutes,energy_efficiency,energy_usage_flag
151,2022-11-27,3735131,00:23:20,227900,121.24,19.13,28580.39,3134153334,12357806,0.0384829554840245,-7.39,1400,23.33,0.04479177435377336,Excellent
152,2022-12-04,4110764,00:23:02,235463,124.02,19.4,28580.39,3134153450,12396241,0.0357262251007355,10.06,1382,23.03,0.04161024965555369,Good
153,2022-12-11,4254462,00:22:57,238796,122.44,19.64,28721.39,3138403003,12436231,0.034197019505639,3.5,1377,22.95,0.039837199958895016,Fair
154,2022-12-18,3933744,00:23:02,229497,118.5,17.38,28856.39,3142331004,12469435,0.0353711680272025,-7.54,1382,23.03,0.041189080766078176,Good
155,2022-12-25,3723756,00:23:13,224668,108.69,16.82,28856.39,3142333488,12506835,0.0345141410983963,-5.34,1393,23.22,0.04017710127704185,Fair
156,2023-01-01,3988549,00:23:21,239421,114.15,20.61,28856.39,3142336727,12566911,0.034597604291686,7.11,1401,23.35,0.040276415149024,Fair
157,2023-01-08,4032283,00:23:12,238876,118.1,19.35,28856.39,3142339574,12606982,0.0349054865444712,1.1,1392,23.2,0.04064041231298628,Good
158,2023-01-15,3762205,00:23:28,215395,122.75,18.01,28856.39,3142339692,12635792,0.0383121706552407,-6.7,1408,23.47,0.04462230706088369,Good
159,2023-01-22,3783569,00:23:10,217628,126.16,18.45,28998.39,3146115890,12666334,0.0391378193446452,0.57,1390,23.17,0.045581817230662,Excellent
160,2023-01-29,3886575,00:23:03,220655,124.52,18.13,29140.39,3149994749,12696431,0.0375841454236699,2.72,1383,23.05,0.043778034919067926,Good
161,2023-02-05,3867097,00:23:08,222511,121.06,17.31,29278.39,3153853985,12725196,0.0366401153113045,-0.5,1388,23.13,0.04267271764795489,Good
162,2023-02-12,4246577,00:23:16,232553,130.73,19.72,29278.39,3153854130,12759912,0.0362788193879446,9.81,1396,23.27,0.04227244462807713,Good
163,2023-02-19,4423464,00:23:19,245812,135.39,19.9,29433.39,3158266656,12802542,0.0359485145578216,4.17,1399,23.32,0.04188165863809789,Good
164,2023-02-26,4130936,00:23:30,240235,133.03,19.59,29433.39,3158269897,12840483,0.037832316937372,-6.61,1410,23.5,0.04405647136071337,Good
165,2023-03-05,4276715,00:23:13,241670,134.06,20.75,29433.39,3158278054,12875580,0.0370671040740381,3.53,1393,23.22,0.04317778637411988,Good
166,2023-03-12,4330962,00:23:23,242470,132.97,19.89,29433.39,3158281476,12909978,0.0361417717357021,1.27,1403,23.38,0.04210375684545036,Good
167,2023-03-19,4349778,00:23:24,245401,132.73,20.34,29585.39,3162619556,12947711,0.0360348689059533,0.43,1404,23.4,0.04197605302848412,Good
168,2023-03-26,4460714,00:23:29,247628,135.88,21.25,29741.39,3167068565,12983936,0.0360707097563304,2.55,1409,23.48,0.04202443977097388,Good
169,2023-04-02,4518949,00:23:23,251609,135.96,20.55,29741.39,3167079218,13022610,0.0354653792286657,1.31,1403,23.38,0.04131799957100665,Good
170,2023-04-09,4793907,00:23:21,269188,137.93,23.12,29741.39,3167079427,13076380,0.0344010011041098,6.08,1401,23.35,0.04007465835523416,Fair
171,2023-04-16,4833247,00:23:30,266777,143.66,22.95,29907.39,3171895538,13122959,0.0352989698229782,0.82,1410,23.5,0.0411275960028219,Good
172,2023-04-23,4831826,00:23:10,267777,141.36,21.21,32570.61,3249086906,13168612,0.0344531611858539,-0.03,1390,23.17,0.04014056022823875,Fair
173,2023-04-30,4802629,00:22:56,266526,138.95,21.37,32730.93,3253889535,13209532,0.0341828777529973,-0.6,1376,22.93,0.03982512744881934,Fair
174,2023-05-07,4978576,00:22:51,274295,137.85,23.54,32892.32,3258868110,13263303,0.0331949055312201,3.66,1371,22.85,0.03867678878295764,Fair
175,2023-05-14,5031061,00:23:16,273506,141.12,22.88,37199.73,3376584236,15542720,0.033379837771794,1.05,1396,23.27,0.038897234586033315,Fair
176,2023-05-21,4879811,00:23:30,274989,138.82,22.53,37361.08,3381464047,15591948,0.0338583604979783,-3.01,1410,23.5,0.039441141325353486,Fair
177,2023-05-28,4933894,00:23:39,278184,140.57,23.3,37524.96,3386397941,15641105,0.0340102320803811,1.11,1419,23.65,0.03961784779381602,Fair
178,2023-06-04,5098548,00:22:23,278023,142.29,23.75,37691.01,3391496489,15689292,0.0333477217435238,3.34,1343,22.38,0.03885868012899416,Fair
179,2023-06-11,4875135,00:23:45,276512,148.58,24.08,33720.25,3283686558,13503027,0.0362664500572804,-4.38,1425,23.75,0.04224358702577094,Good
180,2023-06-18,4970213,00:23:28,277625,149.11,23.4,33892.76,3288656771,13551199,0.0355417846277413,1.95,1408,23.47,0.04140571763312536,Good
181,2023-06-25,4930763,00:23:35,277975,146.3,23.36,34062.43,3293587534,13597643,0.0352342710448666,-0.79,1415,23.58,0.041043753836663234,Good
182,2023-07-02,4984429,00:23:31,284276,148.73,23.01,34234.18,3298571963,13648039,0.0352822279141703,1.09,1411,23.52,0.041094899139098987,Good
183,2023-07-09,4786929,00:23:28,279872,142.69,25.14,34402.01,3303358892,13698385,0.0359014975989825,-3.96,1408,23.47,0.041805725111089306,Good
184,2023-07-16,4883904,00:23:27,283135,145.95,23.63,34571.59,3308242796,13748183,0.0355555555555555,2.03,1407,23.45,0.041406454757799964,Good
185,2023-07-23,3839117,00:25:23,271599,137.78,20.73,34730.11,3312081913,13790916,0.0422790553140214,-21.39,1523,25.38,0.04912674505332085,Excellent
186,2023-07-30,4415252,00:24:05,277793,138.19,22.24,34890.54,3316497161,13840587,0.0372074617711514,15.01,1445,24.08,0.043292806842210825,Good
187,2023-08-06,5239199,00:23:38,292911,158.76,25.99,35075.29,3321736360,13897652,0.0361093365607987,18.66,1418,23.63,0.04206654200101315,Good
188,2023-08-13,5197777,00:23:29,295216,156.91,24.63,35256.84,3326934137,13954001,0.0357647047959156,-0.79,1409,23.48,0.04165858234556825,Good
189,2023-08-20,5252529,00:23:28,297266,154.14,24.64,35435.62,3332186666,14011451,0.0348538237485218,1.05,1408,23.47,0.040599022954990266,Good
190,2023-08-27,5226917,00:23:31,297622,157.92,25.13,35618.66,3337413583,14068286,0.0358611395589407,-0.49,1411,23.52,0.041769860665330324,Good
191,2023-09-03,5353246,00:23:30,300441,159.52,26.44,35804.62,3342766829,14124513,0.035571509323502,2.42,1410,23.5,0.04143842484272468,Good
192,2023-09-10,5223012,00:23:27,298211,154.63,24.35,35983.61,3347989840,14175490,0.0350900055370349,-2.43,1407,23.45,0.04087056019781584,Good
193,2023-09-17,5513829,00:23:19,302708,159.74,25.77,36169.11,3353503602,14227398,0.03445196432461,5.57,1399,23.32,0.04014281129095602,Fair
194,2023-09-24,5217859,00:23:30,301045,156.13,23.71,36348.95,3358721461,14276403,0.0352934335711256,-5.37,1410,23.5,0.041103194717343694,Good
195,2023-10-01,4919711,00:23:28,295434,149.41,22.87,36521.23,3363641172,14321530,0.0358587567440445,-5.71,1408,23.47,0.041744396794047005,Good
196,2023-10-08,5423843,00:23:34,306410,158.28,25.45,36704.96,3369065015,14372769,0.0346874937198587,10.25,1414,23.57,0.0404059934306697,Fair
197,2023-10-15,5271828,00:23:39,306576,155.58,25.57,36886.11,3374336843,14420604,0.0351865804423057,-2.8,1419,23.65,0.040975470021229324,Good
198,2023-10-22,5398708,00:23:19,308183,151.82,24.81,37062.73,3379735451,14469804,0.0335022972162969,2.41,1399,23.32,0.03902137572539104,Fair
199,2023-10-29,5743315,00:23:14,319553,160.2,25.43,37248.36,3385478766,14525256,0.0330967603204769,6.38,1394,23.23,0.03855876931058603,Fair
200,2023-11-05,5632052,00:23:11,319096,154.96,25.13,37428.45,3391110818,14576282,0.0327433340459214,-1.94,1391,23.18,0.03814023122458925,Fair
201,2023-11-12,5302238,00:23:36,306918,159.72,24.33,37612.5,3396413056,14616604,0.0355448397450284,-5.86,1416,23.6,0.04139461534744583,Good
202,2023-11-19,5343473,00:23:32,304283,164.19,24.53,37801.22,3401756527,14655834,0.03616548263648,0.78,1412,23.53,0.042124315913274375,Good
203,2023-11-26,4691377,00:23:41,297100,146.81,22.41,37970.44,3406447904,14695544,0.0369361234452059,-12.2,1421,23.68,0.04297399845537294,Good
204,2023-12-03,5165412,00:23:38,307243,153.08,23.54,38147.06,3411613287,14737696,0.035013447136453,10.1,1418,23.63,0.04076440241728588,Good
205,2023-12-10,5297784,00:23:30,308622,157.81,25.27,38330.14,3416911071,14781104,0.0353872336055981,2.56,1410,23.5,0.04120840556523191,Good
206,2023-12-17,5171875,00:23:40,308622,154.4,24.68,38509.23,3422082946,14820681,0.0354567579456193,-2.38,1420,23.67,0.0412791406818098,Good
207,2023-12-24,4991847,00:23:38,302184,147.02,22.64,38678.9,3427074793,14865137,0.0348031179641523,-3.48,1418,23.63,0.04051206493203972,Fair
208,2023-12-31,4783389,00:24:04,305651,142.53,23.7,38845.12,3431858182,14926663,0.0355855482378706,-4.18,1444,24.07,0.041398533069415114,Good
209,2024-01-07,4835625,00:23:55,309282,141.8,22.95,39009.86,3436693802,14971258,0.0348877342639265,1.09,1435,23.92,0.04058630007160413,Good
210,2024-01-14,4699333,00:23:50,284171,150.41,22.13,39182.4,3441393135,15004872,0.0375970291954198,-2.82,1430,23.83,0.043764773596182784,Good
211,2024-01-21,4232226,00:24:05,273250,142.14,20.36,39344.91,3445625361,15032667,0.0393173710477654,-9.94,1445,24.08,0.04573464517006417,Excellent
212,2024-01-28,4710722,00:24:05,284729,155.97,23.18,39524.05,3450336083,15067447,0.0389429900554522,11.31,1445,24.08,0.04533175721631812,Excellent
213,2024-02-04,4978319,00:23:46,292959,160.57,22.62,39707.24,3455314402,15104079,0.0376807030646288,5.68,1426,23.77,0.04387461159649774,Good
214,2024-02-11,5260176,00:23:53,301753,164.97,24.31,39896.52,3460574578,15144057,0.0368471929456352,5.66,1433,23.88,0.042915193830111914,Good
215,2024-02-18,4959118,00:23:53,301700,154.98,24.43,40075.93,3465533696,15183349,0.0370460714990044,-5.72,1433,23.88,0.04312066927836001,Good
216,2024-02-25,4972753,00:24:13,305726,171.19,25.54,40272.66,3470506449,15229858,0.0405110649975979,0.27,1453,24.22,0.04714854061974106,Excellent
217,2024-03-03,5314141,00:23:45,310357,175.55,25.02,40473.23,3475820590,15268890,0.0386485191115553,6.87,1425,23.75,0.045005012957609065,Excellent
218,2024-03-10,5268013,00:23:36,311287,165.72,24.25,40663.19,3481088603,15308732,0.036926499611903,-0.87,1416,23.6,0.04299460796156644,Good
219,2024-03-17,2588382,00:23:51,270152,82.98,13.28,40759.45,3483676985,15339944,0.0380817978180964,-50.87,1431,23.85,0.04399185503297597,Good
220,2024-03-24,4753637,00:23:47,293347,154.76,22.53,41002.18,3489168600,15380193,0.0381907495250478,83.65,1427,23.78,0.044446273539827164,Good
221,2024-03-31,4495197,00:31:12,402345,170.21,27.09,41199.49,3493663797,15438718,0.0449446820684388,-5.44,1872,31.2,0.052053900306631665,Excellent
222,2024-04-07,4222665,00:34:08,132672,209.27,30.5,41439.26,3497886462,15513068,0.0581444372215176,-6.06,2048,34.13,0.06802803655985848,Excellent
223,2024-04-14,5298115,00:33:34,156854,245.6,36.02,41720.87,3503184577,15579249,0.0544304681948202,25.47,2014,33.57,0.06370302707741503,Excellent
224,2024-04-21,5985633,00:33:30,173620,190.68,31.27,41710.19,3508298274,15610750,0.0379703867577581,12.98,2010,33.5,0.04444354883409768,Good
225,2024-04-28,6322536,00:33:20,186472,198.45,34.26,41942.9,3514620810,15668785,0.0376897877687054,5.63,2000,33.33,0.04411134104525951,Good
226,2024-05-05,7011479,00:32:51,203323,206.64,34.93,42184.47,3521632289,15724268,0.0352803852083133,10.9,1971,32.85,0.04129501251999998,Good
227,2024-05-12,7303526,00:32:44,210096,213.62,35.2,42433.29,3528935815,15776187,0.0348861193894565,4.17,1964,32.73,0.04083519679385157,Good
228,2024-05-19,7426039,00:32:56,217966,220.02,35.57,42688.89,3536361854,15827505,0.0352441133153219,1.68,1976,32.93,0.041250000462975514,Good
229,2024-05-26,7998999,00:32:48,230549,236.58,38.41,42963.88,3544360853,15879980,0.0352031247909894,7.72,1968,32.8,0.04120585656606497,Good
230,2024-06-02,4033902,00:32:44,237971,122.67,19.85,42210.32,3522671513,15930092,0.0361784892146611,-49.57,1964,32.73,0.04212439306212894,Good
231,2024-06-09,4215837,00:32:51,246241,129.04,20.43,42359.79,3526887350,15980814,0.0363053125630805,4.51,1971,32.85,0.042276373180669444,Good
232,2024-06-19,4387957,00:33:01,255221,132.94,20.57,42513.31,3531275307,16021103,0.0358240155954126,4.08,1981,33.02,0.041717700625040044,Good
233,2024-06-23,4339333,00:32:58,259733,130.66,20.07,42664.03,3535614640,16069742,0.0355694112436173,-1.11,1978,32.97,0.04140897404700819,Good
234,2024-06-30,4568293,00:32:52,275603,135.38,21.59,42821.0,3540182933,16106817,0.0351854138952996,5.28,1972,32.87,0.040958543997735186,Good
235,2024-07-07,4454315,00:32:57,277826,132.12,20.73,42973.85,3544637248,16123196,0.0351386015582642,-2.49,1977,32.95,0.04088946573847954,Good
236,2024-07-14,4657016,00:32:51,285278,136.71,20.67,43131.22,3549294264,16140278,0.0346052321916008,4.55,1971,32.85,0.04027664018339444,Fair
237,2024-07-21,4769327,00:32:46,291552,140.09,21.22,43292.54,3554063591,16194713,0.0346341192373682,2.41,1966,32.77,0.040311155578216185,Fair
238,2024-07-28,4923464,00:32:48,300564,144.55,22.46,43459.55,3558987055,16252889,0.0347353489331901,3.23,1968,32.8,0.04042956679493214,Fair
239,2024-08-04,4878082,00:32:47,303152,147.61,21.84,43629.0,3563865137,16308454,0.0355707017635209,-0.92,1967,32.78,0.04139392164662676,Good
240,2024-08-11,4847343,00:32:36,305100,141.25,21.64,43791.9,3568712480,16364235,0.0344104718811934,-0.63,1956,32.6,0.04003818957029724,Fair
241,2024-08-18,4697428,00:32:45,307134,135.78,21.65,43949.33,3573409908,16420097,0.0343184227624138,-3.09,1965,32.75,0.03991407626250411,Fair
242,2024-08-25,5084157,00:32:44,311698,147.63,23.61,44120.57,3578494065,16478191,0.0344894463329909,8.23,1964,32.73,0.04014152775155183,Fair
243,2024-09-01,5125738,00:32:44,314601,153.02,23.42,44297.01,3583619803,16534631,0.0352484968993733,0.82,1964,32.73,0.04102447613512368,Good
244,2024-09-08,5152799,00:33:07,315923,153.85,24.42,44475.28,3588772602,16586963,0.035427052365132,0.53,1987,33.12,0.04123276397387861,Good
245,2024-09-15,5221695,00:32:48,317262,154.14,25.98,44655.39,3593994297,16640596,0.0353224154225782,1.34,1968,32.8,0.04111494527327118,Good
246,2024-09-22,4863331,00:32:28,317280,147.23,24.09,44826.71,3598857628,16686436,0.0360723298496442,-6.86,1948,32.47,0.04195501515052284,Good
247,2024-09-29,4841909,00:32:36,298721,143.1,21.99,44991.8,3603699537,16740373,0.0349143612570992,-0.44,1956,32.6,0.040633330567594106,Good
248,2024-10-06,5003913,00:32:39,307076,149.26,23.64,45164.71,3608703450,16795839,0.0353822298669061,3.35,1959,32.65,0.04118019184337526,Good
249,2024-10-13,5055925,00:32:43,307428,146.77,23.29,45334.77,3613759375,16849075,0.0344430425688672,1.04,1963,32.72,0.04009103448920481,Fair
250,2024-10-20,4926229,00:33:01,309401,141.32,22.88,45498.97,3618685604,16901386,0.0341317466159206,-2.57,1981,33.02,0.03971481431582098,Fair
251,2024-10-27,5202953,00:32:49,317084,150.59,24.56,45674.12,3623888557,16958460,0.0344715010879398,5.62,1969,32.82,0.040123195760587926,Fair
252,2024-11-03,5328440,00:33:02,323629,151.53,25.92,45851.57,3629216997,17015184,0.0341016882990143,2.41,1982,33.03,0.03969418520473196,Fair
253,2024-11-10,4939313,00:33:09,308463,146.73,22.65,46020.95,3634156310,17062427,0.0351152316121695,-7.3,1989,33.15,0.04086171284068042,Good
254,2024-11-17,4848714,00:32:29,303912,137.55,21.14,46179.64,3639005024,17108079,0.0335137440566715,-1.83,1949,32.48,0.03899659363535875,Fair
255,2024-11-24,4503162,00:32:56,299981,130.53,19.73,46329.9,3643508186,17152363,0.034168488719704,-7.13,1976,32.93,0.039731154472845885,Fair
256,2024-12-01,4142848,00:32:56,288939,121.96,19.31,46471.16,3647651034,17202448,0.034918123957239,-8.0,1976,32.93,0.040580687912191826,Good
257,2024-12-08,4239651,00:32:31,273264,115.31,18.56,46605.03,3651890685,17254588,0.0323335293400329,2.34,1951,32.52,0.0376116402343303,Fair
258,2024-12-15,4065111,00:32:14,259633,111.88,17.57,46734.48,3655955796,17304083,0.0326084084788828,-4.12,1934,32.23,0.03793526769520771,Fair
259,2024-12-22,3980505,00:32:15,255335,109.92,17.31,46861.71,3659936301,17355262,0.0327303997859568,-2.08,1935,32.25,0.03807534172411934,Fair
260,2024-12-29,3630688,00:33:06,251755,101.6,18.47,46981.78,3663566969,17417837,0.0338645678174494,-8.79,1986,33.1,0.03935904628907926,Fair
261,2025-01-05,3883340,00:32:29,259883,101.23,18.86,47101.87,3667450309,17476570,0.0316665962805214,6.96,1949,32.48,0.036819980301641575,Fair
262,2025-01-12,3565641,00:32:42,233480,98.49,14.96,47215.33,3671015950,17517613,0.0325811824577965,-8.18,1962,32.7,0.03789293545046567,Fair
263,2025-01-19,3607929,00:32:54,231960,103.62,15.54,47334.49,3674623879,17559425,0.0338199116446027,1.19,1974,32.9,0.03934177531815591,Fair
264,2025-01-26,3328676,00:33:13,224670,97.32,14.71,47446.52,3677952555,17597782,0.0344637687777362,-7.74,1993,33.22,0.04006835866792317,Fair
265,2025-02-02,3646989,00:32:43,234612,105.9,16.05,47568.48,3681599544,17641438,0.0342410684540041,9.56,1963,32.72,0.03983142721769219,Fair
266,2025-02-09,3701801,00:32:46,234979,107.45,16.44,47692.38,3685301345,17684156,0.0342707130934374,1.5,1966,32.77,0.039871848998124536,Fair
267,2025-02-16,3438016,00:32:19,224788,102.7,16.83,47811.91,3688739361,17724567,0.0356015562463932,-7.13,1939,32.32,0.04140642871297934,Good
268,2025-02-23,3494559,00:32:26,227521,102.23,15.85,47929.98,3692233920,17765470,0.0346006234263035,1.64,1946,32.43,0.040244229387266774,Fair
269,2025-03-02,3778483,00:31:58,230797,111.19,17.43,48058.6,3696012403,17817270,0.0348570788858915,8.12,1918,31.97,0.040571006626836874,Good
270,2025-03-09,3664637,00:32:04,229704,103.82,17.1,48179.52,3699677040,17862846,0.0337883615757849,-3.01,1924,32.07,0.03931612243048237,Fair
271,2025-03-16,3833467,00:32:06,234706,110.44,18.79,48308.74,3703510507,17912135,0.0345200623873897,4.61,1926,32.1,0.04017773761433298,Fair
272,2025-03-23,3752572,00:31:56,230544,106.07,18.37,48433.19,3707263079,17958624,0.0339571259392224,-2.11,1916,31.93,0.039521084445901175,Fair
273,2025-03-30,3730849,00:32:00,232304,107.62,18.12,48558.93,3710993928,18006762,0.0345116513694336,-0.58,1920,32.0,0.04016065477104387,Fair
274,2025-04-06,3863496,00:31:32,230965,112.18,18.99,48690.1,3714857424,18056253,0.0347659425556542,3.56,1892,31.53,0.04047412108965232,Fair
275,2025-04-13,3573337,00:31:52,229889,100.81,17.36,48808.26,3718430761,18105777,0.0338636070429405,-7.51,1912,31.87,0.0393923107078091,Fair
276,2025-04-20,3860293,00:32:15,239553,113.47,22.45,48944.18,3722291054,18169407,0.0360547968768173,8.03,1935,32.25,0.041957926939191155,Good
277,2025-04-27,4008773,00:32:09,243682,119.6,21.15,49084.94,3726299827,18228693,0.0359531457630551,3.85,1929,32.15,0.0418488991616704,Good
278,2025-05-04,4065430,00:32:12,241798,124.65,20.64,49230.23,3730365257,18286402,0.0365956270308429,1.41,1932,32.2,0.042606486605000646,Good
279,2025-05-11,3802487,00:31:54,234957,115.56,18.78,49364.57,3734167744,18339256,0.0361774175690804,-6.47,1914,31.9,0.0421025737159157,Good
280,2025-05-18,3736450,00:32:01,230447,113.97,18.21,49496.75,3737904194,18392080,0.0362248444379022,-1.74,1921,32.02,0.04215861424720887,Good
281,2025-05-25,3613108,00:32:05,227800,110.1,17.7,49624.54,3741517302,18443650,0.0362201185239965,-3.3,1925,32.08,0.04214301443095022,Good
282,2025-06-01,3684031,00:32:22,228949,116.39,19.21,49760.14,3745201333,18498997,0.037690888051702,1.96,1942,32.37,0.04386119554470293,Good
283,2025-06-08,3756262,00:32:22,228722,116.82,19.09,49896.05,3748957595,18553455,0.0370506210695633,1.96,1942,32.37,0.04312556261273559,Good
284,2025-06-15,3659894,00:32:11,219665,115.24,18.17,50029.47,3755752973,18607045,0.0373267203913555,-2.57,1931,32.18,0.043453542845018546,Good
285,2025-06-22,3135484,00:34:19,219665,108.69,17.4,50155.56,3752617489,18658952,0.0411790205276123,-14.33,2059,34.32,0.047854277611950866,Excellent
286,2025-06-29,2823529,00:33:54,209914,99.18,15.32,50270.06,3758576502,18713093,0.0415253393891119,-9.95,2034,33.9,0.04822070282718999,Excellent
287,2025-07-06,2729515,00:34:02,204336,96.9,15.24,50382.21,3761306017,18766286,0.0420702432483426,-3.33,2042,34.03,0.0488490647076111,Excellent
288,2025-07-13,3530203,00:32:26,220907,117.41,18.03,50517.64,3764836220,18825366,0.0392868512094063,29.33,1946,32.43,0.04571499995088682,Excellent
289,2025-07-20,3508577,00:32:31,221008,115.92,17.88,50651.45,3768344797,18883886,0.0390503614428299,-0.61,1951,32.52,0.04543652834403213,Excellent
290,2025-07-27,3605858,00:32:46,225524,122.33,18.98,50792.76,3771950655,18945682,0.0401295447574474,2.77,1966,32.77,0.046695840681185825,Excellent
291,2025-08-03,3496379,00:32:05,221569,117.77,18.32,50928.85,3775447034,19004164,0.0398572809183443,-3.04,1925,32.08,0.046372331566648335,Excellent
292,2025-08-10,3553727,00:32:18,223863,123.73,19.02,51071.6,3779000761,19066470,0.0411331540098606,1.64,1938,32.3,0.047859908139726993,Excellent
293,2025-08-17,3383408,00:32:37,219315,118.37,18.16,51208.13,3782384169,19125607,0.0413212713335193,-4.79,1957,32.62,0.04806346465127018,Excellent
294,2025-08-24,3410694,00:32:38,219022,119.72,19.03,51346.88,3785794863,19186520,0.0416572111130462,0.81,1958,32.63,0.048459328952893774,Excellent
295,2025-08-31,3514042,00:32:47,220347,125.73,19.75,51492.35,3789308905,19248889,0.0423932098705707,3.03,1967,32.78,0.04932851797163748,Excellent
296,2025-09-07,3441776,00:33:59,218942,124.08,19.76,51636.19,3792750681,19306948,0.0427953940058853,-2.06,2039,33.98,0.04978860350879945,Excellent
297,2025-09-14,3559167,00:32:48,218422,127.53,19.76,51783.47,3796309848,19366536,0.0423764774173282,3.41,1968,32.8,0.049320547756617546,Excellent
298,2025-09-21,3535639,00:32:51,219953,130.08,19.62,51933.18,3799845487,19423364,0.0433564625800315,-0.66,1971,32.85,0.05045370809549503,Excellent
299,2025-09-28,3432378,00:32:42,217730,128.86,19.09,52081.13,3803277865,19479585,0.0441387283102269,-2.92,1962,32.7,0.051353056056767786,Excellent
